,Title,Link,Location,Price,Image,Owner,Year,Kms Covered,Fuel Type,Type,Brand
40,Bentley Bentayga,https://www.olx.in/item/cars-c84-used-bentley-bentayga-in-punjabi-bagh-west-delhi-iid-1823307899?rank=0,Punjabi Bagh West,65000000.0,https://apollo.olx.in:443/v1/files/ug9n0e61swpm3-IN/image;s=150x0;q=50;f=webp;,1,2023,2500.0,Petrol,Automatic,Bentley
41,Land Rover Range Rover,https://www.olx.in/item/cars-c84-used-land-rover-range-rover-in-paschim-vihar-delhi-iid-1833654175?rank=1,Paschim Vihar,25200000.0,https://apollo.olx.in:443/v1/files/nvkdkrehtyrv-IN/image;s=150x0;q=50;f=webp;,1,2024,14000.0,Petrol,Automatic,Land Rover
42,Toyota Land Cruiser,https://www.olx.in/item/cars-c84-used-toyota-land-cruiser-in-punjabi-bagh-west-delhi-iid-1832324036?rank=2,Punjabi Bagh West,14800000.0,https://apollo.olx.in:443/v1/files/s5g8rpuz2qqs1-IN/image;s=150x0;q=50;f=webp;,2,2017,42650.0,Petrol,Automatic,
43,Porsche 718,https://www.olx.in/item/cars-c84-used-porsche-718-in-punjabi-bagh-west-delhi-iid-1834207413?rank=3,Punjabi Bagh West,9250000.0,https://apollo.olx.in:443/v1/files/mpthqrihgawq2-IN/image;s=150x0;q=50;f=webp;,1,2019,11000.0,Petrol,Automatic,Porsche
44,Porsche CARRERA,https://www.olx.in/item/cars-c84-used-porsche-carrera-in-vishal-enclave-delhi-iid-1834663388?rank=4,Vishal Enclave,23500000.0,https://apollo.olx.in:443/v1/files/3om6p8ooml8z-IN/image;s=150x0;q=50;f=webp;,1,2023,6000.0,Petrol,Automatic,Porsche
45,BMW Z4,https://www.olx.in/item/cars-c84-used-bmw-z4-in-punjabi-bagh-west-delhi-iid-1824854788?rank=5,Punjabi Bagh West,9450000.0,https://apollo.olx.in:443/v1/files/n2kuw5g310vl-IN/image;s=150x0;q=50;f=webp;,1,2025,3000.0,Petrol,Automatic,BMW
46,Mercedes-Benz Maybach S-Class,https://www.olx.in/item/cars-c84-used-mercedes-benz-maybach-s-class-in-punjabi-bagh-west-delhi-iid-1830692441?rank=6,Punjabi Bagh West,34000000.0,https://apollo.olx.in:443/v1/files/03n8anee1jf7-IN/image;s=150x0;q=50;f=webp;,1,2025,800.0,Petrol,Automatic,Mercedes-Benz
47,BMW M2,https://www.olx.in/item/cars-c84-used-bmw-m2-in-rajouri-garden-delhi-iid-1829591349?rank=7,Rajouri Garden,9900000.0,https://apollo.olx.in:443/v1/files/8pilcyqu2r012-IN/image;s=150x0;q=50;f=webp;,1,2024,2500.0,Petrol,Automatic,BMW
48,Porsche Macan,https://www.olx.in/item/cars-c84-used-porsche-macan-in-punjabi-bagh-west-delhi-iid-1806991181?rank=8,Punjabi Bagh West,8350000.0,https://apollo.olx.in:443/v1/files/dnrdduf6pxgv1-IN/image;s=150x0;q=50;f=webp;,1,2023,11000.0,Petrol,Automatic,Porsche
49,Porsche CARRERA,https://www.olx.in/item/cars-c84-used-porsche-carrera-in-raja-garden-delhi-iid-1802857559?rank=9,Raja Garden,24500000.0,https://apollo.olx.in:443/v1/files/byw3n7e3z52n-IN/image;s=150x0;q=50;f=webp;,1,2023,5000.0,Petrol,Automatic,Porsche
50,Porsche Macan,https://www.olx.in/item/cars-c84-used-porsche-macan-in-vikaspuri-delhi-iid-1803129149?rank=10,Vikaspuri,8350000.0,https://apollo.olx.in:443/v1/files/0nura4yr2jxw2-IN/image;s=150x0;q=50;f=webp;,1,2023,12000.0,Petrol,Automatic,Porsche
51,Toyota VELLFIRE,https://www.olx.in/item/cars-c84-used-toyota-vellfire-in-naraina-delhi-iid-1832705695?rank=11,Naraina,11600000.0,https://apollo.olx.in:443/v1/files/z4ifpvzt6jf93-IN/image;s=150x0;q=50;f=webp;,1,2025,1.0,Petrol,Automatic,
52,Porsche 911,https://www.olx.in/item/cars-c84-used-porsche-911-in-dwarka-delhi-iid-1813491257?rank=12,Dwarka,32800000.0,https://apollo.olx.in:443/v1/files/g546v7y38uz91-IN/image;s=150x0;q=50;f=webp;,1,2023,8000.0,Petrol,Automatic,Porsche
53,Bentley Flying Spur,https://www.olx.in/item/cars-c84-used-bentley-flying-spur-in-janakpuri-delhi-iid-1799454543?rank=13,Janakpuri,15800000.0,https://apollo.olx.in:443/v1/files/tiq1d9qzsv6t1-IN/image;s=150x0;q=50;f=webp;,1,2017,22000.0,Petrol,Automatic,Bentley
