,Title,Link,Price,Image,Year,Brand,Location,Kms Covered,Fuel Type,Type
3133,2021 Mahindra Alturas G4 4X2 AT,https://www.cardekho.com/used-car-details/used-Mahindra-alturas-g4-4x2-at-cars-Gurgaon_119b65fc-71b6-4053-a091-a1f1f6e1ec40.htm,1790000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2021,Mahindra,"Sector 57, Gurgaon",94000.0,Diesel,Automatic
3134,2024 Mahindra XUV700 MX 5Str,https://www.cardekho.com/used-car-details/used-Mahindra-xuv700-mx-5str-cars-Noida_0d9767e4-4990-4423-8301-527adaa4cd22.htm,1375000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2024,Mahindra,Noida,15000.0,Petrol,Manual
3135,2022 Mahindra XUV700 AX3 BSVI,https://www.cardekho.com/used-car-details/used-Mahindra-xuv700-ax3-bsvi-cars-Noida_00311edb-1fce-43ab-9c2d-efaa1fc47fde.htm,1195000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2022,Mahindra,Noida,78000.0,Petrol,Manual
3136,2018 Mahindra XUV500 W11 AT BSIV,https://www.cardekho.com/used-car-details/used-Mahindra-xuv500-w11-at-bsiv-cars-New-Delhi_1be209aa-ea57-4cf8-898e-16222b593c67.htm,975000.0,https://images10.gaadi.com/usedcar_image/5034091/original/processed_66b294f1fdd9a6bd9bcf3201a0b125fe.jpg?imwidth=640,2018,Mahindra,"Karam Pura, New Delhi",66000.0,Diesel,Automatic
3137,2017 Mahindra XUV500 AT W6 1.99 mHawk,https://www.cardekho.com/used-car-details/used-Mahindra-xuv500-at-w6-199-mhawk-cars-New-Delhi_5f0e0405-206d-44f3-86df-eb7aba93089b.htm,725000.0,https://images10.gaadi.com/usedcar_image/5076724/original/processed_7edf8728-2e60-46db-a527-fd5f37b1482f.jpg?imwidth=640,2017,Mahindra,"Masjid Moth, New Delhi",55000.0,Diesel,Automatic
3138,2021 Mahindra Alturas G4 4X2 AT,https://www.cardekho.com/used-car-details/used-Mahindra-alturas-g4-4x2-at-cars-Gurgaon_119b65fc-71b6-4053-a091-a1f1f6e1ec40.htm,1790000.0,https://images10.gaadi.com/usedcar_image/5154082/original/processed_4bb847fd-410a-4a25-8a88-35a86a470799.jpg?imwidth=640,2021,Mahindra,"Sector 57, Gurgaon",94000.0,Diesel,Automatic
3139,2024 Mahindra XUV700 MX 5Str,https://www.cardekho.com/used-car-details/used-Mahindra-xuv700-mx-5str-cars-Noida_0d9767e4-4990-4423-8301-527adaa4cd22.htm,1375000.0,https://images10.gaadi.com/usedcar_image/5089669/original/processed_b1458fa7-e977-4072-9b27-a93dcc4e0e03.jpg?imwidth=640,2024,Mahindra,Noida,15000.0,Petrol,Manual
3140,2022 Mahindra XUV700 AX3 BSVI,https://www.cardekho.com/used-car-details/used-Mahindra-xuv700-ax3-bsvi-cars-Noida_00311edb-1fce-43ab-9c2d-efaa1fc47fde.htm,1195000.0,https://images10.gaadi.com/usedcar_image/SP1A.210812.016/original/bbeb1034-8b22-4431-b2cc-78b5d8a041c5.jpg?imwidth=640,2022,Mahindra,Noida,78000.0,Petrol,Manual
3141,2023 Mahindra Thar LX Hard Top,https://www.cardekho.com/used-car-details/used-Mahindra-thar-lx-hard-top-cars-New-Delhi_4d4a27c5-f8ee-4f6e-8198-8010949b1d86.htm,1280000.0,https://images10.gaadi.com/usedcar_image/4864264/original/processed_4ae5ad43-971c-4323-99ae-fee6347baa01.jpg?imwidth=640,2023,Mahindra,"Ashok Vihar, New Delhi",28000.0,Petrol,Manual
3142,2018 Mahindra KUV 100 NXT G80 K2 Plus 6 Str,https://www.cardekho.com/buy-used-car-details/used-Mahindra-kuv-100-nxt-g80-k2-plus-6-str-cars-Gurgaon_c61bf6c5-8f0d-4d4e-9710-fe9b25eb667c.htm,350000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2018,Mahindra,Gurgaon,39984.0,Petrol,Manual
3143,2019 Mahindra XUV500 W7 BSIV,https://www.cardekho.com/used-car-details/used-Mahindra-xuv500-w7-bsiv-cars-New-Delhi_9fb95246-3475-4c0d-95b3-62ab25014e36.htm,790000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2019,Mahindra,"Preet Vihar, New Delhi",87000.0,Diesel,Manual
3144,2023 Mahindra Bolero Neo N10 R BSVI,https://www.cardekho.com/used-car-details/used-Mahindra-bolero-neo-n10-r-bsvi-cars-New-Delhi_556fe9ce-6a56-4b16-89e5-7be39d694619.htm,890000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2023,Mahindra,"Vikas Puri, New Delhi",51000.0,Diesel,Manual
3145,2022 Mahindra Thar LX 4WD Convert Top Diesel BSVI,https://www.cardekho.com/used-car-details/used-Mahindra-thar-lx-4wd-convert-top-diesel-bsvi-cars-New-Delhi_6293aadc-242b-4c9e-8d81-e773c55d62ee.htm,1400000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2022,Mahindra,"Jungpura, New Delhi",80000.0,Diesel,Manual
3146,2022 Mahindra XUV300 W4 BSVI,https://www.cardekho.com/used-car-details/used-Mahindra-xuv300-w4-bsvi-cars-New-Delhi_184de3da-3bbb-4ab5-a511-9d102381da66.htm,591000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2022,Mahindra,"Pitampura, New Delhi",45490.0,Petrol,Manual
3147,2024 Mahindra XUV700 AX7L 7Str AT,https://www.cardekho.com/used-car-details/used-Mahindra-xuv700-ax7l-7str-at-cars-New-Delhi_c93a3c0f-e1fc-4343-867d-9f8e2ed2d41b.htm,2100000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2024,Mahindra,"Ashok Vihar, New Delhi",10000.0,Petrol,Automatic
3148,2018 Mahindra XUV500 W7 BSIV,https://www.cardekho.com/used-car-details/used-Mahindra-xuv500-w7-bsiv-cars-New-Delhi_def29e35-cd64-4485-8583-72a319c2afef.htm,675000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2018,Mahindra,"Moti Nagar, New Delhi",93000.0,Diesel,Manual
3149,2023 Mahindra Scorpio N Z8 BSVI,https://www.cardekho.com/used-car-details/used-Mahindra-scorpio-n-z8-bsvi-cars-New-Delhi_1baf57a9-a1dc-4454-87ca-da670e8ce90e.htm,1850000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2023,Mahindra,"Prashant Vihar, New Delhi",85000.0,Petrol,Manual
3150,2022 Mahindra XUV700 AX7 AT Luxury Pack BSVI,https://www.cardekho.com/used-car-details/used-Mahindra-xuv700-ax7-at-luxury-pack-bsvi-cars-New-Delhi_ca1b3a05-792e-40b7-838b-6af71cc0423a.htm,1875000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2022,Mahindra,"Kailash Colony, New Delhi",36000.0,Petrol,Automatic
3151,2022 Mahindra Thar LX 4WD Hard Top BSVI,https://www.cardekho.com/used-car-details/used-Mahindra-thar-lx-4wd-hard-top-bsvi-cars-New-Delhi_70f06a68-89b9-47a2-9c0f-f81aa92fc4e6.htm,1090000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2022,Mahindra,"Pitampura, New Delhi",56000.0,Petrol,Manual
3152,2022 Mahindra XUV700 AX7 AT Luxury Pack BSVI,https://www.cardekho.com/buy-used-car-details/used-Mahindra-xuv700-ax7-at-luxury-pack-bsvi-cars-Ghaziabad_e75767cb-e20b-4a94-8e32-feefcb4cc528.htm,1703000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2022,Mahindra,"Indirapuram, Ghaziabad",104633.0,Petrol,Automatic
3153,2020 Mahindra XUV300 W6 Diesel BSVI,https://www.cardekho.com/used-car-details/used-Mahindra-xuv300-w6-diesel-bsvi-cars-New-Delhi_b1548d7b-9f50-4263-86b5-92d43282f73a.htm,550000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2020,Mahindra,"Karol Bagh, New Delhi",74000.0,Diesel,Manual
3154,2022 Mahindra Thar LX 4WD Hard Top Diesel BSVI,https://www.cardekho.com/used-car-details/used-Mahindra-thar-lx-4wd-hard-top-diesel-bsvi-cars-Greater-Noida_7179c8e1-12b6-4680-8201-aec2b451c239.htm,1400000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2022,Mahindra,"Amit Nagar, Greater Noida",68000.0,Diesel,Manual
3155,2022 Mahindra XUV700 AX7 AT Luxury Pack BSVI,https://www.cardekho.com/used-car-details/used-Mahindra-xuv700-ax7-at-luxury-pack-bsvi-cars-New-Delhi_ca1b3a05-792e-40b7-838b-6af71cc0423a.htm,1875000.0,https://images10.gaadi.com/usedcar_image/5039281/original/processed_103ffd43-7551-4758-91df-916fdc620f77.jpg?imwidth=640,2022,Mahindra,"Kailash Colony, New Delhi",36000.0,Petrol,Automatic
3156,2022 Mahindra Thar LX 4WD Hard Top BSVI,https://www.cardekho.com/used-car-details/used-Mahindra-thar-lx-4wd-hard-top-bsvi-cars-New-Delhi_70f06a68-89b9-47a2-9c0f-f81aa92fc4e6.htm,1090000.0,https://images10.gaadi.com/usedcar_image/5050441/original/processed_71dcff8e-7443-49a7-afc8-5eaa9b970d5f.jpg?imwidth=640,2022,Mahindra,"Pitampura, New Delhi",56000.0,Petrol,Manual
3157,2022 Mahindra XUV700 AX7 AT Luxury Pack BSVI,https://www.cardekho.com/buy-used-car-details/used-Mahindra-xuv700-ax7-at-luxury-pack-bsvi-cars-Ghaziabad_e75767cb-e20b-4a94-8e32-feefcb4cc528.htm,1703000.0,https://images10.gaadi.com/usedcar_image/4997602/original/f6090637bbce989918bf76a33052abba.JPG?imwidth=640,2022,Mahindra,"Indirapuram, Ghaziabad",104633.0,Petrol,Automatic
3158,2020 Mahindra XUV300 W6 Diesel BSVI,https://www.cardekho.com/used-car-details/used-Mahindra-xuv300-w6-diesel-bsvi-cars-New-Delhi_b1548d7b-9f50-4263-86b5-92d43282f73a.htm,550000.0,https://images10.gaadi.com/usedcar_image/4928214/original/processed_5f798d69-1967-4840-84ab-a46d752ecaa2.jpg?imwidth=640,2020,Mahindra,"Karol Bagh, New Delhi",74000.0,Diesel,Manual
3159,2022 Mahindra Thar LX 4WD Hard Top Diesel BSVI,https://www.cardekho.com/used-car-details/used-Mahindra-thar-lx-4wd-hard-top-diesel-bsvi-cars-Greater-Noida_7179c8e1-12b6-4680-8201-aec2b451c239.htm,1400000.0,https://images10.gaadi.com/usedcar_image/5068112/original/processed_3017f635-2107-4d22-94db-b012a5ecb7b4.jpg?imwidth=640,2022,Mahindra,"Amit Nagar, Greater Noida",68000.0,Diesel,Manual
3160,2021 Mahindra XUV700 AX5 5Str AT,https://www.cardekho.com/buy-used-car-details/used-Mahindra-xuv700-ax5-5str-at-cars-Noida_c45b8198-ce93-4800-86d5-d9813449e613.htm,1389000.0,https://images10.gaadi.com/usedcar_image/4791207/original/256f393f079f5491102726f4ead65c40.JPG?imwidth=640,2021,Mahindra,Noida,44274.0,Petrol,Automatic
3161,2024 Mahindra Thar LX Convert Top Diesel AT,https://www.cardekho.com/used-car-details/used-Mahindra-thar-lx-convert-top-diesel-at-cars-New-Delhi_9dec22d9-a9d7-4b59-816b-551bf73a13b3.htm,1650000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2024,Mahindra,"Ashok Vihar, New Delhi",9000.0,Diesel,Automatic
3162,2022 Mahindra XUV700 AX5 AT BSVI,https://www.cardekho.com/used-car-details/used-Mahindra-xuv700-ax5-at-bsvi-cars-New-Delhi_a85c2a39-fd04-4143-8015-74c5868a074d.htm,1590000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2022,Mahindra,"Chittranjan Park, New Delhi",13000.0,Petrol,Automatic
3163,2022 Mahindra Thar LX 4WD Hard Top BSVI,https://www.cardekho.com/used-car-details/used-Mahindra-thar-lx-4wd-hard-top-bsvi-cars-New-Delhi_9ee60321-2e45-44b3-92ca-ffc9911a2a26.htm,1225000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2022,Mahindra,"Ramesh Nagar, New Delhi",32000.0,Petrol,Manual
3164,2023 Mahindra Thar LX 4WD Hard Top Diesel BSVI,https://www.cardekho.com/used-car-details/used-Mahindra-thar-lx-4wd-hard-top-diesel-bsvi-cars-New-Delhi_b247bb92-6363-4c84-b648-2b03509df211.htm,1425000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2023,Mahindra,"Karol Bagh, New Delhi",36000.0,Diesel,Manual
3165,2024 Mahindra XUV700 AX7 7Str AT,https://www.cardekho.com/used-car-details/used-Mahindra-xuv700-ax7-7str-at-cars-New-Delhi_e00e919e-c8d2-4de0-b487-717316be9fba.htm,2000000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2024,Mahindra,"Vikas Puri, New Delhi",33000.0,Petrol,Automatic
3166,2024 Mahindra XUV700 AX7 7Str AT,https://www.cardekho.com/used-car-details/used-Mahindra-xuv700-ax7-7str-at-cars-Noida_321f39dc-ba73-478b-8516-aa43cae19f5d.htm,2000000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2024,Mahindra,"Jaypee Wishtown Internal Road, Block B, Sector 129, Noida",16992.0,Petrol,Automatic
3167,2019 Mahindra XUV300 W4 BSVI,https://www.cardekho.com/used-car-details/used-Mahindra-xuv300-w4-bsvi-cars-New-Delhi_6522f05c-b4c1-4d18-b84d-bc33709b0caf.htm,518000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2019,Mahindra,"Preet Vihar, New Delhi",57000.0,Petrol,Manual
3168,2021 Mahindra XUV300 W6 Diesel BSVI,https://www.cardekho.com/used-car-details/used-Mahindra-xuv300-w6-diesel-bsvi-cars-New-Delhi_9008ecd1-530f-4a18-af68-fe241f7a7fbd.htm,699000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2021,Mahindra,"Masjid Moth, New Delhi",47000.0,Diesel,Manual
3169,2022 Mahindra XUV700 MX Diesel BSVI,https://www.cardekho.com/used-car-details/used-Mahindra-xuv700-mx-diesel-bsvi-cars-New-Delhi_f62523e7-c7f7-4e31-a610-1ce1a5391606.htm,1249000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2022,Mahindra,"Masjid Moth, New Delhi",42000.0,Diesel,Manual
3170,2024 Mahindra Thar LX Hard Top Diesel RWD,https://www.cardekho.com/used-car-details/used-Mahindra-thar-lx-hard-top-diesel-rwd-cars-New-Delhi_a2eab600-5ae7-435b-9aa6-ececf1c0cd82.htm,1177000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2024,Mahindra,"Jungpura, New Delhi",29000.0,Diesel,Manual
3171,2022 Mahindra XUV700 AX5 AT BSVI,https://www.cardekho.com/used-car-details/used-Mahindra-xuv700-ax5-at-bsvi-cars-Gurgaon_f4ca57a7-18cc-41ac-b547-ff32b6699666.htm,1450000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2022,Mahindra,"Carterpuri, Gurgaon",30000.0,Petrol,Automatic
3172,2022 Mahindra XUV700 AX7 Diesel AT Luxury Pack AWD BSVI,https://www.cardekho.com/used-car-details/used-Mahindra-xuv700-ax7-diesel-at-luxury-pack-awd-bsvi-cars-New-Delhi_100640e6-75f7-4c96-9371-21f746ba8e59.htm,1900000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2022,Mahindra,"Bengali Market, New Delhi",72000.0,Diesel,Automatic
3173,2024 Mahindra XUV700 AX7 Diesel AT Luxury Pack AWD BSVI,https://www.cardekho.com/used-car-details/used-Mahindra-xuv700-ax7-diesel-at-luxury-pack-awd-bsvi-cars-New-Delhi_ef4f4330-aee7-4fec-ac0f-57a01335cf9c.htm,2390000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2024,Mahindra,"Shakarpur, New Delhi",20900.0,Diesel,Automatic
3174,2024 Mahindra Bolero Neo N8,https://www.cardekho.com/used-car-details/used-Mahindra-bolero-neo-n8-cars-New-Delhi_8c820b5b-cef4-4e90-9970-81fd3eb6cbe5.htm,825000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2024,Mahindra,"Chittranjan Park, New Delhi",16000.0,Diesel,Manual
3175,2022 Mahindra XUV700 MX Diesel BSVI,https://www.cardekho.com/used-car-details/used-Mahindra-xuv700-mx-diesel-bsvi-cars-New-Delhi_f62523e7-c7f7-4e31-a610-1ce1a5391606.htm,1249000.0,https://images10.gaadi.com/usedcar_image/5102892/original/processed_22471886-cb26-44c7-8e9a-fe1c9dcc0939.jpg?imwidth=640,2022,Mahindra,"Masjid Moth, New Delhi",42000.0,Diesel,Manual
3176,2022 Mahindra XUV700 AX5 AT BSVI,https://www.cardekho.com/used-car-details/used-Mahindra-xuv700-ax5-at-bsvi-cars-Gurgaon_f4ca57a7-18cc-41ac-b547-ff32b6699666.htm,1450000.0,https://images10.gaadi.com/usedcar_image/5027662/original/e9f80b65-06f5-4b54-9b78-f17326c1d1ed.png?imwidth=640,2022,Mahindra,"Carterpuri, Gurgaon",30000.0,Petrol,Automatic
3177,2022 Mahindra XUV700 AX7 Diesel AT Luxury Pack AWD BSVI,https://www.cardekho.com/used-car-details/used-Mahindra-xuv700-ax7-diesel-at-luxury-pack-awd-bsvi-cars-New-Delhi_100640e6-75f7-4c96-9371-21f746ba8e59.htm,1900000.0,https://images10.gaadi.com/usedcar_image/4372907/original/processed_153fc2639ef0d462e350f73522e274df.jpg?imwidth=640,2022,Mahindra,"Bengali Market, New Delhi",72000.0,Diesel,Automatic
3178,2024 Mahindra XUV700 AX7 Diesel AT Luxury Pack AWD BSVI,https://www.cardekho.com/used-car-details/used-Mahindra-xuv700-ax7-diesel-at-luxury-pack-awd-bsvi-cars-New-Delhi_ef4f4330-aee7-4fec-ac0f-57a01335cf9c.htm,2390000.0,https://images10.gaadi.com/usedcar_image/4992675/original/processed_bf2c10ba24b6a3134dc6b8a8caca7103.jpg?imwidth=640,2024,Mahindra,"Shakarpur, New Delhi",20900.0,Diesel,Automatic
3179,2024 Mahindra Bolero Neo N8,https://www.cardekho.com/used-car-details/used-Mahindra-bolero-neo-n8-cars-New-Delhi_8c820b5b-cef4-4e90-9970-81fd3eb6cbe5.htm,825000.0,https://images10.gaadi.com/usedcar_image/5150745/original/processed_88ad84a5-3f30-4a83-832f-65ffeff624bf.jpg?imwidth=640,2024,Mahindra,"Chittranjan Park, New Delhi",16000.0,Diesel,Manual
3180,2016 Mahindra KUV 100 mFALCON D75 K8,https://www.cardekho.com/used-car-details/used-Mahindra-kuv-100-mfalcon-d75-k8-cars-New-Delhi_6d41cb6c-36b0-456c-8b4e-7fe32e19c05b.htm,285000.0,https://images10.gaadi.com/usedcar_image/4843427/original/processed_70465ddf-548e-4675-ad4e-0b928084fe0d.jpg?imwidth=640,2016,Mahindra,"Shakarpur, New Delhi",74000.0,Diesel,Manual
3181,2023 Mahindra Bolero Neo N10 R BSVI,https://www.cardekho.com/used-car-details/used-Mahindra-bolero-neo-n10-r-bsvi-cars-New-Delhi_ad577014-3b4e-4917-b405-eb8735dafdee.htm,965000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2023,Mahindra,"Jawala Heri, New Delhi",16000.0,Diesel,Manual
3182,2019 Mahindra TUV 300 T6 Plus BSIV,https://www.cardekho.com/used-car-details/used-Mahindra-tuv-300-t6-plus-bsiv-cars-New-Delhi_072c1893-42f4-47ce-a3ce-875cc2cc43e7.htm,675000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2019,Mahindra,"Prashant Vihar, New Delhi",50000.0,Diesel,Manual
3183,2016 Mahindra XUV500 AT W6 2WD,https://www.cardekho.com/used-car-details/used-Mahindra-xuv500-at-w6-2wd-cars-New-Delhi_9561f961-c484-4731-941b-6528a2f3ff7c.htm,550000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2016,Mahindra,"Naraina, New Delhi",39000.0,Diesel,Automatic
3184,2024 Mahindra Thar LX Hard Top Diesel RWD,https://www.cardekho.com/used-car-details/used-Mahindra-thar-lx-hard-top-diesel-rwd-cars-New-Delhi_5669422c-f725-4745-8d30-2ba2d6f92cc2.htm,1270000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2024,Mahindra,"Karol Bagh, New Delhi",5500.0,Diesel,Manual
3185,2023 Mahindra Thar LX 4WD Hard Top AT BSVI,https://www.cardekho.com/used-car-details/used-Mahindra-thar-lx-4wd-hard-top-at-bsvi-cars-New-Delhi_b586b799-8173-4264-9f63-4f887ec43fa2.htm,1250000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2023,Mahindra,"Bengali Market, New Delhi",32000.0,Petrol,Automatic
3186,2021 Mahindra Thar LX 4WD Hard Top Diesel AT BSVI,https://www.cardekho.com/used-car-details/used-Mahindra-thar-lx-4wd-hard-top-diesel-at-bsvi-cars-New-Delhi_c689eeee-9ae5-4c68-8d91-be5e52905725.htm,1199000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2021,Mahindra,"Pitampura, New Delhi",38000.0,Diesel,Automatic
3187,2020 Mahindra XUV300 W6 AMT Diesel BSIV,https://www.cardekho.com/used-car-details/used-Mahindra-xuv300-w6-amt-diesel-bsiv-cars-Faridabad_6309d164-9e6e-44ab-891c-2d0dc789dc53.htm,775000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2020,Mahindra,"Sector 9, Faridabad",34725.0,Diesel,Automatic
3188,2016 Mahindra KUV 100 mFALCON G80 K6 Plus,https://www.cardekho.com/used-car-details/used-Mahindra-kuv-100-mfalcon-g80-k6-plus-cars-Noida_720233f4-33d3-4d0a-be2c-6ea643c09d20.htm,225000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2016,Mahindra,"Sector 16, Noida",58000.0,Petrol,Manual
3189,2018 Mahindra XUV500 W11 Option AT,https://www.cardekho.com/used-car-details/used-Mahindra-xuv500-w11-option-at-cars-Faridabad_604a5f2c-caee-4cd5-be8c-8613244d8f67.htm,1175000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2018,Mahindra,"Sector 9, Faridabad",64580.0,Diesel,Automatic
3190,2024 Mahindra XUV700 AX7 6Str AT,https://www.cardekho.com/used-car-details/used-Mahindra-xuv700-ax7-6str-at-cars-New-Delhi_b0373c5d-5b97-4f96-a2f3-987b4cbe3463.htm,2000000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2024,Mahindra,"Rohini Sector-7, New Delhi",15000.0,Petrol,Automatic
3191,2022 Mahindra Thar LX 4WD Convert Top Diesel BSVI,https://www.cardekho.com/buy-used-car-details/used-Mahindra-thar-lx-4wd-convert-top-diesel-bsvi-cars-Gurgaon_3d97b50a-d3d7-4dbb-a249-b230112e1bb5.htm,1116000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2022,Mahindra,Gurgaon,34506.0,Diesel,Manual
3192,2022 Mahindra Thar LX Hard Top Diesel,https://www.cardekho.com/buy-used-car-details/used-Mahindra-thar-lx-hard-top-diesel-cars-Gurgaon_87958dea-2fb5-4313-9f2f-720e09dc78c2.htm,1109000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2022,Mahindra,Gurgaon,61871.0,Diesel,Manual
3193,2024 Mahindra Thar LX Hard Top Diesel RWD,https://www.cardekho.com/used-car-details/used-Mahindra-thar-lx-hard-top-diesel-rwd-cars-New-Delhi_bd4e2dcf-1141-4b85-bb4d-54d6a55441ae.htm,1350000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2024,Mahindra,"Naraina, New Delhi",15000.0,Diesel,Manual
3194,2018 Mahindra XUV500 W7 AT BSIV,https://www.cardekho.com/used-car-details/used-Mahindra-xuv500-w7-at-bsiv-cars-New-Delhi_a85a42f1-bd95-412a-b686-fd8f6ebd34f6.htm,811000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2018,Mahindra,"Gujranwala Colony, New Delhi",25000.0,Diesel,Automatic
3195,2024 Mahindra XUV700 AX7 6Str AT,https://www.cardekho.com/used-car-details/used-Mahindra-xuv700-ax7-6str-at-cars-New-Delhi_b0373c5d-5b97-4f96-a2f3-987b4cbe3463.htm,2000000.0,https://images10.gaadi.com/usedcar_image/5027722/original/processed_processed_7e7f705c-7bfc-491a-b75a-9a4c1c453d0e.jpeg?imwidth=640,2024,Mahindra,"Rohini Sector-7, New Delhi",15000.0,Petrol,Automatic
3196,2022 Mahindra Thar LX Hard Top Diesel,https://www.cardekho.com/buy-used-car-details/used-Mahindra-thar-lx-hard-top-diesel-cars-Gurgaon_87958dea-2fb5-4313-9f2f-720e09dc78c2.htm,1109000.0,https://images10.gaadi.com/usedcar_image/4918747/original/667f76fe3ce9d7e51c20e082e5655887.JPG?imwidth=640,2022,Mahindra,Gurgaon,61871.0,Diesel,Manual
3197,2022 Mahindra Thar LX 4WD Convert Top Diesel BSVI,https://www.cardekho.com/buy-used-car-details/used-Mahindra-thar-lx-4wd-convert-top-diesel-bsvi-cars-Gurgaon_3d97b50a-d3d7-4dbb-a249-b230112e1bb5.htm,1116000.0,https://images10.gaadi.com/usedcar_image/4542127/original/9395b564425250a36f2b1b220f895320.JPG?imwidth=640,2022,Mahindra,Gurgaon,34506.0,Diesel,Manual
3198,2024 Mahindra Thar LX Hard Top Diesel RWD,https://www.cardekho.com/used-car-details/used-Mahindra-thar-lx-hard-top-diesel-rwd-cars-New-Delhi_bd4e2dcf-1141-4b85-bb4d-54d6a55441ae.htm,1350000.0,https://images10.gaadi.com/usedcar_image/5030136/original/processed_1df34826-4528-4008-a32e-80ea45dc356f.jpg?imwidth=640,2024,Mahindra,"Naraina, New Delhi",15000.0,Diesel,Manual
3199,2018 Mahindra XUV500 W7 AT BSIV,https://www.cardekho.com/used-car-details/used-Mahindra-xuv500-w7-at-bsiv-cars-New-Delhi_a85a42f1-bd95-412a-b686-fd8f6ebd34f6.htm,811000.0,https://images10.gaadi.com/usedcar_image/5065464/original/processed_d5a7551b0a61b1037ca02d1abe5d5d77.jpg?imwidth=640,2018,Mahindra,"Gujranwala Colony, New Delhi",25000.0,Diesel,Automatic
3200,2020 Mahindra XUV300 W8 BSVI,https://www.cardekho.com/used-car-details/used-Mahindra-xuv300-w8-bsvi-cars-New-Delhi_7123f2c9-8fbb-4264-9b2b-baa69372d8b6.htm,675000.0,https://images10.gaadi.com/usedcar_image/5093337/original/processed_74b75d5b-b5de-4b6b-96ed-16929649402e.jpg?imwidth=640,2020,Mahindra,"Moti Nagar, New Delhi",75000.0,Petrol,Manual
3201,2017 Mahindra KUV 100 mFALCON G80 K8 Dual Tone,https://www.cardekho.com/used-car-details/used-Mahindra-kuv-100-mfalcon-g80-k8-dual-tone-cars-New-Delhi_736d6ed0-c438-426e-b7cb-96449290f013.htm,240000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2017,Mahindra,"Patparganj, New Delhi",72000.0,Petrol,Manual
3202,2018 Mahindra XUV500 W7 AT BSIV,https://www.cardekho.com/used-car-details/used-Mahindra-xuv500-w7-at-bsiv-cars-Faridabad_1c75224e-47ee-4e43-afed-17ff80a601fe.htm,825000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2018,Mahindra,"Sector 9, Faridabad",49233.0,Diesel,Automatic
3203,2021 Mahindra Thar LX 4WD Hard Top AT BSVI,https://www.cardekho.com/used-car-details/used-Mahindra-thar-lx-4wd-hard-top-at-bsvi-cars-New-Delhi_072c5497-4c86-4052-a421-10eb99fee05a.htm,1150000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2021,Mahindra,"Jawala Heri, New Delhi",28000.0,Petrol,Automatic
